energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
0.444,0.104,118.402,0.106,0.603,6.86e-06,3,0.609,7,228707,-9.129,0.166,1
0.549,0.134,90.04,0.0285,0.0209,8.85e-06,4,0.644,1,253813,-5.415,0.167,0
0.787,0.0596,124.99,0.0737,0.009,0.0,4,0.726,4,199987,-2.494,0.888,1
0.479,0.088,81.998,0.0278,0.633,1.76e-05,4,0.675,0,209493,-9.87,0.454,0
0.347,0.11,110.059,0.0536,0.308,2e-05,4,0.868,5,207680,-9.529,0.659,1
0.518,0.104,151.891,0.0897,0.223,0.0,4,0.815,7,177667,-6.594,0.877,0
0.955,0.202,125.989,0.222,0.127,0.0,4,0.707,10,134240,-4.593,0.575,0
0.797,0.26,120.041,0.0533,0.00543,0.00137,4,0.611,6,218107,-7.627,0.518,0
0.678,0.101,103.952,0.0324,0.0151,5.71e-06,4,0.693,8,228267,-7.159,0.404,1
0.662,0.118,180.114,0.0439,0.0275,0.0,4,0.512,3,228347,-6.797,0.472,1
0.814,0.158,144.991,0.0657,0.0172,0.0,4,0.625,0,205485,-5.181,0.535,1
0.833,0.0586,128.008,0.045,0.374,0.0,4,0.747,3,215760,-2.867,0.687,0
0.619,0.122,125.046,0.0386,0.0716,0.0,4,0.684,10,217440,-7.005,0.284,1
0.805,0.408,142.096,0.351,0.212,0.000405,4,0.548,7,216387,-5.732,0.649,1
0.604,0.272,145.062,0.245,0.017,0.0,4,0.923,11,139741,-6.671,0.826,0
0.621,0.0865,97.989,0.0825,0.148,0.0,4,0.857,9,204467,-6.376,0.668,0
0.774,0.393,112.05,0.0892,0.0686,0.00188,4,0.674,11,176547,-7.567,0.33,0
0.943,0.091,85.064,0.0602,0.00293,8.71e-06,4,0.442,3,181533,-3.205,0.781,1
0.429,0.141,110.171,0.0285,0.000202,0.355,4,0.54,2,295516,-11.822,0.113,1
0.294,0.0749,74.038,0.0321,0.422,5.2e-05,4,0.658,4,278180,-8.533,0.358,0
0.678,0.149,138.009,0.102,0.273,0.0,4,0.713,5,271333,-3.525,0.734,0
0.413,0.134,93.005,0.0299,0.213,0.0,4,0.662,0,161385,-7.357,0.467,1
0.583,0.406,150.566,0.0376,0.185,0.0,4,0.491,7,183307,-10.964,0.908,1
0.939,0.298,129.024,0.161,0.191,0.0,4,0.671,8,252307,-3.206,0.53,1
0.454,0.155,92.928,0.153,0.123,0.0,4,0.696,1,260640,-6.756,0.136,0
0.862,0.303,122.98,0.126,0.0076,0.000132,4,0.824,2,169153,-3.424,0.801,1
0.498,0.795,79.635,0.0685,0.23,5.98e-06,4,0.554,9,190067,-8.866,0.413,1
0.64,0.112,79.79,0.0291,0.016,0.22,4,0.294,11,536067,-9.316,0.226,1
0.98,0.182,100.316,0.101,0.019,0.00692,4,0.268,11,405600,-5.959,0.39,1
0.688,0.409,99.977,0.201,0.159,1.29e-05,4,0.6,5,156600,-8.339,0.0793,0
0.715,0.201,137.028,0.0432,0.00552,0.000417,4,0.276,0,230760,-5.356,0.173,1
0.954,0.205,114.635,0.264,0.529,0.0,5,0.855,0,248133,-1.19,0.668,0
0.609,0.139,128.008,0.0791,0.0928,0.0,4,0.918,10,231400,-5.64,0.304,0
0.608,0.178,132.507,0.0387,0.00165,0.0,4,0.75,1,173347,-4.008,0.958,1
0.583,0.0519,117.0,0.0789,0.0584,0.0,4,0.967,7,242733,-5.562,0.964,0
0.487,0.0852,114.965,0.0303,0.258,0.01,4,0.73,4,226653,-10.991,0.731,1
0.764,0.099,172.094,0.033,0.00135,0.0,4,0.446,10,223840,-5.042,0.543,1
0.701,0.0589,126.975,0.0458,0.257,7.52e-06,4,0.871,5,198440,-5.594,0.716,0
0.867,0.0368,93.033,0.116,0.11,0.0,4,0.66,6,180480,-4.285,0.377,0
0.292,0.131,103.951,0.037,0.313,0.0,4,0.711,4,296800,-15.523,0.194,0
0.463,0.338,90.035,0.0842,0.21,0.0382,4,0.749,11,226987,-8.433,0.189,1
0.902,0.0558,100.012,0.0346,0.0591,0.000227,4,0.673,2,194240,-2.392,0.536,1
0.816,0.0608,111.346,0.0299,0.168,0.0181,4,0.66,2,263040,-6.61,0.678,1
0.849,0.058,162.152,0.0526,0.0371,0.0,4,0.643,2,165853,-5.428,0.903,1
0.852,0.0733,140.267,0.0543,0.00237,5.79e-05,4,0.52,0,253587,-5.866,0.234,1
0.776,0.3,77.987,0.0459,0.0572,7.74e-06,4,0.585,5,244507,-5.898,0.427,1
0.681,0.0504,108.789,0.0298,0.00088,0.0023,4,0.377,7,285133,-8.039,0.285,1
0.768,0.518,80.063,0.238,0.0371,2.34e-06,4,0.78,6,404107,-4.325,0.507,0
0.304,0.137,119.705,0.0993,0.779,0.000993,4,0.699,1,160184,-11.192,0.271,1
0.842,0.122,162.011,0.0843,0.00579,0.0,4,0.494,7,229093,-4.784,0.574,1
0.86,0.598,126.979,0.203,0.271,4.56e-06,4,0.723,11,200013,-4.357,0.667,1
0.939,0.108,113.309,0.0376,0.115,3.79e-05,4,0.721,8,213573,-11.823,0.914,1
0.852,0.0723,128.373,0.038,0.214,7.36e-05,4,0.768,4,271240,-6.215,0.867,1
0.628,0.271,153.119,0.036,0.13,0.0,4,0.574,2,300107,-8.815,0.803,0
0.808,0.241,91.012,0.0572,0.0721,0.0,4,0.689,0,207680,-3.28,0.674,1
0.81,0.667,126.022,0.0406,0.00129,2.91e-05,4,0.652,3,230733,-3.789,0.732,0
0.767,0.39,127.361,0.0574,0.00287,0.000513,4,0.532,7,210173,-5.509,0.755,1
0.761,0.0601,130.032,0.0812,0.0465,0.000135,4,0.812,11,182956,-5.222,0.344,1
0.835,0.0795,84.858,0.0911,0.0583,2.87e-06,4,0.688,8,230493,-4.162,0.88,1
0.758,0.303,97.094,0.0371,0.00616,0.0,4,0.288,6,201726,-5.692,0.619,0
0.813,0.144,112.115,0.0288,0.00178,2.26e-05,4,0.646,6,173493,-5.29,0.821,0
0.723,0.374,130.141,0.0568,0.145,0.0,4,0.431,8,267360,-5.887,0.19,1
0.482,0.0842,138.453,0.0599,0.7,0.0,4,0.529,4,516893,-11.709,0.492,0
0.81,0.117,149.954,0.0847,0.0416,0.00379,4,0.492,7,251840,-5.315,0.245,1
0.716,0.251,125.006,0.0751,0.135,0.0,4,0.747,11,210627,-2.457,0.751,0
0.83,0.114,170.094,0.14,0.0807,0.0,4,0.569,9,186635,-4.106,0.609,0
0.56,0.0794,161.993,0.0467,0.498,0.0,4,0.658,6,182947,-9.049,0.854,0
0.674,0.115,99.968,0.0333,0.294,1.18e-06,4,0.804,5,245940,-5.453,0.292,0
0.917,0.197,126.115,0.0638,0.00428,0.0,4,0.55,0,177827,-3.159,0.601,1
0.65,0.0829,110.02,0.0313,0.0702,6.69e-05,4,0.729,5,209160,-3.539,0.347,1
0.904,0.14,176.811,0.179,0.355,0.118,4,0.505,6,183440,-6.863,0.773,1
0.315,0.101,128.187,0.0299,0.828,5.52e-06,4,0.552,3,241787,-11.028,0.324,1
0.428,0.148,145.075,0.0278,0.382,0.000243,4,0.414,0,377093,-11.097,0.282,1
0.491,0.159,119.528,0.0403,0.02,0.00899,4,0.749,10,292613,-9.655,0.536,1
0.608,0.0533,112.367,0.0345,0.352,0.0,4,0.552,1,162373,-9.786,0.637,0
0.789,0.0753,129.802,0.0676,0.00178,0.00708,4,0.674,8,121160,-6.903,0.918,1
0.803,0.348,103.04,0.0351,0.0709,0.285,3,0.763,1,229640,-3.713,0.561,1
0.538,0.37,196.606,0.0575,0.305,0.000114,4,0.469,8,176333,-13.559,0.885,1
0.415,0.117,78.169,0.122,0.457,1.72e-05,4,0.527,4,125093,-11.451,0.515,0
0.5,0.184,104.996,0.0255,0.076,9.86e-05,4,0.594,5,241093,-5.586,0.537,0
0.67,0.121,100.964,0.0751,0.121,0.0,4,0.733,5,192841,-6.009,0.472,1
0.697,0.333,94.996,0.0401,0.182,0.0,4,0.756,8,206071,-6.377,0.956,1
0.745,0.118,122.06,0.0399,0.281,2.61e-05,4,0.842,2,214945,-4.231,0.53,0
0.74,0.102,118.008,0.0339,0.363,2.22e-05,4,0.593,8,208107,-6.12,0.502,1
0.699,0.443,92.96,0.0307,0.202,0.000131,4,0.759,0,211067,-5.745,0.907,0
0.834,0.355,95.053,0.0437,0.3,1.77e-05,4,0.751,1,211160,-5.444,0.894,0
0.673,0.137,203.812,0.0347,0.413,0.0,4,0.492,6,163855,-5.431,0.488,1
0.68,0.115,149.959,0.0289,0.369,1.84e-06,4,0.614,6,234347,-4.58,0.707,1
0.762,0.35,76.961,0.0423,0.714,4.43e-06,4,0.599,0,163373,-6.887,0.715,1
0.65,0.14,117.188,0.0554,0.379,0.0,4,0.535,10,179600,-6.328,0.61,1
0.459,0.119,64.223,0.0346,0.378,0.0,4,0.268,7,179200,-6.948,0.172,0
0.433,0.0762,108.947,0.0324,0.0853,0.000284,4,0.795,4,258013,-8.927,0.6,1
0.671,0.0637,85.026,0.0553,0.00929,0.0,4,0.771,2,171360,-5.617,0.714,1
0.43,0.093,130.09,0.0335,0.83,0.000441,4,0.508,2,212954,-9.475,0.324,0
0.658,0.12,100.065,0.159,0.145,0.0,4,0.859,11,195987,-4.79,0.672,1
0.409,0.103,138.419,0.101,0.325,0.0,4,0.485,9,164571,-10.711,0.376,0
0.348,0.317,120.048,0.0285,0.709,2.12e-05,3,0.594,4,220750,-8.297,0.248,1
0.733,0.357,120.001,0.0419,0.0025,0.0,4,0.629,7,212241,-5.445,0.362,1
0.592,0.0901,101.058,0.0324,0.619,1.32e-05,4,0.881,2,154487,-4.898,0.719,1
0.871,0.096,104.97,0.0397,7.53e-06,0.00545,4,0.559,5,213920,-5.338,0.572,0
0.526,0.257,90.087,0.0333,0.339,0.0,4,0.634,5,235800,-7.881,0.623,0
0.842,0.524,143.975,0.0381,0.0136,0.00876,4,0.57,4,196784,-5.085,0.47,0
0.592,0.347,120.018,0.0331,0.435,4.15e-06,4,0.783,11,174253,-8.332,0.726,0
0.722,0.27,84.565,0.0406,0.217,0.0,4,0.67,9,194563,-4.088,0.57,1
0.809,0.248,132.962,0.05,0.252,0.000128,4,0.696,5,131013,-8.254,0.857,1
0.642,0.1,121.981,0.0313,0.0981,0.0,4,0.672,5,196453,-4.035,0.494,1
0.729,0.1,167.968,0.0691,0.0492,0.000272,4,0.783,6,216148,-3.549,0.58,0
0.81,0.165,114.622,0.0288,0.00719,0.00251,4,0.654,4,200307,-6.26,0.661,0
0.479,0.0756,169.922,0.333,0.213,1.21e-06,4,0.812,2,234353,-5.678,0.559,0
0.55,0.202,101.19,0.0286,0.777,0.0,3,0.551,10,176440,-5.339,0.342,1
0.647,0.106,90.123,0.327,0.619,0.0,4,0.587,4,197933,-3.385,0.686,0
0.45,0.124,132.039,0.0259,0.531,6.59e-05,4,0.575,4,242485,-9.306,0.263,1
0.589,0.0992,98.002,0.289,0.00302,0.000237,4,0.901,1,196600,-6.713,0.399,0
0.628,0.386,90.482,0.0398,0.0381,0.0,4,0.639,6,237507,-7.578,0.43,0
0.534,0.0607,135.917,0.0386,0.106,1.76e-05,4,0.615,9,236413,-6.719,0.193,0
0.636,0.447,170.01,0.0638,0.107,9.9e-06,4,0.565,0,179551,-8.198,0.525,1
0.728,0.106,114.996,0.0468,0.298,0.0,4,0.714,10,177955,-4.595,0.901,1
0.758,0.0837,147.989,0.0332,0.483,1.89e-05,3,0.668,5,165671,-5.176,0.834,0
0.603,0.167,123.061,0.226,0.0272,0.000503,4,0.913,8,234093,-4.892,0.497,1
0.647,0.121,111.96,0.0335,0.0477,0.0,4,0.566,1,264773,-6.815,0.22,0
0.252,0.0887,122.053,0.0298,0.808,0.0,4,0.39,6,281947,-9.666,0.181,0
0.404,0.0911,95.045,0.0682,0.216,0.000357,4,0.75,9,232253,-10.178,0.0499,0
0.418,0.0961,104.57,0.0345,0.636,0.0,4,0.574,0,165000,-10.739,0.692,1
0.831,0.113,124.071,0.049,0.142,0.0,4,0.638,8,227893,-5.039,0.649,1
0.826,0.123,138.078,0.0538,0.0965,7.09e-05,3,0.784,7,184066,-6.34,0.893,0
0.748,0.0473,134.114,0.358,0.0384,4.1e-06,4,0.618,0,191947,-8.905,0.663,1
0.558,0.0937,104.983,0.0568,0.0026,2.19e-06,4,0.943,2,138411,-4.911,0.606,1
0.951,0.0878,157.663,0.0688,0.012,0.000446,4,0.391,6,148360,-7.419,0.468,1
0.781,0.0867,110.024,0.034,0.00103,5.33e-06,4,0.655,11,227240,-6.547,0.584,1
0.471,0.331,137.012,0.0284,0.397,0.000336,4,0.483,9,226000,-9.711,0.291,0
0.696,0.0835,94.034,0.0242,0.144,0.0,4,0.63,10,261427,-4.501,0.491,1
0.501,0.0467,167.057,0.0551,0.234,0.112,4,0.751,5,190627,-12.151,0.902,1
0.78,0.0828,125.014,0.0436,0.0309,4.64e-05,4,0.545,7,255093,-4.867,0.458,0
0.671,0.159,82.94,0.0289,0.0129,0.0,4,0.474,4,232800,-4.649,0.0682,1
0.505,0.164,160.053,0.193,0.142,0.0,4,0.705,8,218880,-6.923,0.388,1
0.508,0.174,101.358,0.0288,0.727,0.0,3,0.539,10,177720,-6.05,0.227,1
0.956,0.46,173.585,0.392,0.0295,0.0,4,0.491,11,276920,-1.538,0.811,1
0.685,0.0887,127.977,0.041,0.0105,0.000124,4,0.769,1,243600,-5.019,0.836,1
0.827,0.179,103.564,0.0343,0.032,0.00636,4,0.703,10,285373,-7.179,0.944,0
0.474,0.105,179.771,0.124,0.351,0.191,4,0.638,5,111640,-12.7,0.441,0
0.558,0.0955,99.959,0.246,0.255,6.5e-06,4,0.841,2,231750,-8.519,0.746,0
0.671,0.0506,84.5,0.278,0.344,0.0,4,0.765,9,249867,-5.249,0.798,0
0.366,0.155,129.96,0.028,0.113,0.181,4,0.566,7,184154,-12.808,0.237,1
0.272,0.147,172.929,0.0364,0.866,0.0,4,0.369,9,152667,-10.497,0.218,1
0.836,0.384,113.375,0.116,0.0804,0.0,4,0.743,2,188987,-6.465,0.82,1
0.872,0.0725,98.891,0.124,0.31,3.18e-06,4,0.684,9,178493,-2.85,0.261,1
0.675,0.0685,92.909,0.0953,0.0251,0.000717,4,0.743,8,214400,-4.267,0.59,0
0.701,0.215,111.02,0.0342,0.27,0.0,1,0.752,6,129687,-3.542,0.836,0
0.739,0.181,118.99,0.0311,0.0264,4.28e-05,4,0.822,1,241933,-4.541,0.745,0
0.716,0.0557,125.924,0.0409,0.101,1.62e-05,4,0.786,11,235520,-4.253,0.596,0
0.505,0.104,163.255,0.117,0.579,0.000333,4,0.489,10,213707,-8.022,0.337,0
0.539,0.119,109.92,0.0267,0.000135,0.235,4,0.546,2,296227,-7.342,0.122,1
0.608,0.12,121.02,0.035,0.262,2.5e-05,4,0.763,5,138013,-8.1,0.393,0
0.806,0.0771,94.948,0.269,0.143,0.0,4,0.843,4,270507,-5.946,0.613,0
0.573,0.538,113.088,0.0549,0.118,0.0,4,0.724,7,135920,-4.113,0.438,1
0.862,0.093,95.051,0.0378,0.0525,0.0,4,0.712,5,206200,-4.612,0.809,0
0.757,0.146,102.961,0.032,0.0206,0.0,4,0.457,1,266600,-5.177,0.417,1
0.651,0.782,121.07,0.0568,0.418,1.26e-05,4,0.461,1,278480,-8.81,0.383,0
0.544,0.322,132.052,0.0299,0.453,0.00805,4,0.571,6,132631,-10.613,0.216,1
0.826,0.0803,124.075,0.0479,0.139,0.0,4,0.639,8,227880,-4.968,0.648,1
0.658,0.176,163.071,0.0708,4.52e-05,0.000774,4,0.412,4,168406,-12.051,0.454,0
0.792,0.145,147.067,0.0297,0.229,0.124,4,0.508,0,320467,-7.311,0.601,0
0.795,0.254,104.066,0.0545,0.498,1.21e-06,4,0.736,1,230813,-3.299,0.511,0
0.804,0.0329,119.968,0.0853,0.00332,0.0,4,0.754,4,203867,-3.177,0.818,1
0.741,0.289,119.896,0.0287,0.101,1.41e-05,4,0.72,10,198053,-6.529,0.357,0
0.8,0.0822,100.011,0.0399,0.00584,0.0,4,0.706,5,259333,-6.333,0.629,1
0.776,0.205,103.963,0.0293,0.131,5.36e-06,4,0.699,0,175459,-5.282,0.708,1
0.697,0.224,138.992,0.034,0.0268,0.0,4,0.74,8,163648,-4.912,0.732,1
0.711,0.0955,174.915,0.0699,0.3,0.0,4,0.794,8,189109,-5.124,0.955,0
0.568,0.286,93.986,0.03,0.0484,0.000417,4,0.575,9,206280,-5.509,0.37,0
0.859,0.111,65.043,0.137,0.0401,0.0,4,0.728,5,214240,-5.237,0.535,0
0.746,0.156,170.083,0.15,0.0236,1e-06,4,0.537,10,198267,-5.507,0.252,0
0.624,0.123,158.087,0.114,0.11,0.0,4,0.715,4,173325,-3.046,0.412,0
0.844,0.102,146.967,0.0457,0.0137,0.000658,4,0.647,0,193829,-3.756,0.746,1
0.604,0.104,159.92,0.0337,0.199,1.9e-05,3,0.561,9,210689,-4.409,0.242,1
0.55,0.293,95.019,0.0722,0.102,0.0,4,0.87,5,156400,-5.537,0.566,1
0.499,0.0899,99.986,0.0509,0.446,2.41e-05,4,0.791,8,222000,-8.472,0.669,0
0.37,0.0821,48.718,0.0298,0.205,0.0096,4,0.392,9,293293,-10.888,0.512,1
0.318,0.0795,119.959,0.0478,0.896,0.00239,4,0.614,7,180933,-12.695,0.112,1
0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696,1
0.783,0.0528,94.989,0.0432,0.106,2.49e-06,4,0.841,6,190560,-4.915,0.514,0
0.268,0.104,102.617,0.0281,0.748,0.0517,3,0.371,1,227093,-10.506,0.165,1
0.593,0.0979,94.364,0.0916,0.163,0.0,4,0.622,7,249093,-8.352,0.607,0
0.631,0.135,134.078,0.0476,0.222,0.0,4,0.572,7,249040,-9.836,0.0713,0
0.672,0.101,91.976,0.188,0.0363,8.78e-06,4,0.886,1,192024,-4.394,0.526,1
0.339,0.0973,129.83,0.0532,0.409,0.00153,4,0.721,0,200747,-11.195,0.2,1
0.618,0.0866,81.993,0.286,0.0303,0.0,4,0.856,7,203201,-4.892,0.391,1
0.947,0.0679,135.448,0.0378,0.0185,0.00109,4,0.583,5,223613,-5.12,0.803,1
0.589,0.0992,98.002,0.289,0.00302,0.000237,4,0.901,1,196600,-6.713,0.399,0
0.744,0.074,124.077,0.0296,0.0405,0.000153,4,0.677,10,152913,-6.806,0.631,0
0.471,0.14,105.029,0.0603,0.151,0.0,3,0.472,10,180304,-5.692,0.219,1
0.64,0.151,84.828,0.0442,0.0393,2.31e-06,4,0.264,8,244685,-6.221,0.19,1
0.586,0.104,107.015,0.0531,0.257,0.0,4,0.675,9,186365,-6.086,0.621,1
0.694,0.0878,90.02,0.0783,0.356,0.00125,4,0.869,1,224997,-3.35,0.511,0
0.5,0.0966,117.896,0.0651,0.799,0.0,4,0.664,9,182347,-6.935,0.801,1
0.433,0.135,160.108,0.185,0.107,0.0,4,0.525,6,194613,-10.598,0.276,1
0.414,0.0724,100.002,0.0946,0.00421,2.73e-05,4,0.777,6,227880,-7.44,0.287,0
0.737,0.163,112.923,0.0335,0.14,0.000162,4,0.323,10,241067,-4.008,0.156,1
0.578,0.359,143.01,0.0485,0.00381,0.0,4,0.8,4,204665,-5.144,0.367,0
0.699,0.131,94.086,0.178,0.111,0.0,4,0.834,5,272533,-3.222,0.809,1
0.53,0.263,136.848,0.0538,0.154,0.0,4,0.484,5,219724,-5.821,0.323,1
0.308,0.158,113.95,0.0321,0.868,0.135,4,0.504,9,137773,-14.958,0.121,1
0.51,0.0829,119.994,0.0369,0.00821,0.00143,4,0.829,5,208133,-9.334,0.45,0
0.495,0.0805,106.033,0.0518,0.199,0.0,4,0.873,6,202062,-5.446,0.546,1
0.909,0.0856,95.295,0.27,0.0281,0.0,4,0.922,10,161507,-2.429,0.309,0
0.623,0.0609,130.037,0.0992,0.184,1.63e-05,4,0.919,7,157018,-6.521,0.775,1
0.551,0.11,143.008,0.132,0.141,0.0,4,0.559,5,201800,-7.231,0.392,1
0.214,0.341,94.775,0.0375,0.908,7.47e-06,3,0.339,4,206640,-11.714,0.363,1
0.82,0.104,144.905,0.0367,0.332,0.0,4,0.621,10,230192,-4.865,0.452,1
0.75,0.174,123.426,0.117,0.109,0.0,4,0.773,8,220587,-4.009,0.783,0
0.724,0.27,83.118,0.0474,0.228,0.0,4,0.569,6,194563,-4.076,0.562,0
0.422,0.0861,123.201,0.0375,0.134,2.05e-05,4,0.434,7,241293,-13.964,0.377,0
0.573,0.0607,81.548,0.0423,0.271,0.0,4,0.62,0,231333,-11.893,0.897,1
0.574,0.38,125.18,0.467,0.0253,3.13e-05,5,0.613,11,209107,-7.961,0.755,1
0.635,0.319,100.034,0.226,0.271,0.0,4,0.64,8,223187,-7.565,0.475,0
0.738,0.0892,169.918,0.307,0.52,0.0,4,0.841,7,172798,-7.455,0.484,0
0.988,0.368,186.113,0.0639,2.64e-05,7.86e-05,4,0.38,1,176346,-2.042,0.769,1
0.573,0.482,99.939,0.106,0.46,0.0734,4,0.695,4,179172,-8.597,0.408,0
0.585,0.248,109.978,0.094,0.237,0.0,4,0.83,0,173711,-6.476,0.485,1
0.751,0.168,91.031,0.0708,0.173,0.0,4,0.706,9,182307,-6.323,0.195,1
0.737,0.0955,91.986,0.0436,0.0739,0.00162,4,0.708,1,197920,-4.045,0.607,1
0.084,0.0983,79.449,0.0317,0.953,0.0,4,0.391,0,222370,-17.843,0.111,1
0.427,0.307,93.004,0.106,0.0531,0.0,4,0.831,2,235320,-6.903,0.216,1
0.62,0.0398,117.038,0.0412,0.0295,0.000809,4,0.741,10,251424,-5.505,0.934,1
0.756,0.193,116.034,0.032,0.00289,0.0,4,0.66,0,170888,-3.743,0.838,0
0.582,0.0881,116.712,0.0356,0.0502,0.0,4,0.7,11,218424,-5.96,0.785,0
0.706,0.067,80.969,0.0292,0.072,0.0,4,0.722,9,171292,-4.857,0.599,1
0.507,0.117,104.978,0.0358,0.2,0.0608,4,0.747,2,210373,-10.171,0.438,1
